Overall_Obligation_Period,ECO_Supplier_Reference,Obligation_Category,Measure_Type,Measure_Reference_Number,Purpose_of_Notification,Associated_Measure,Associated_Measure_Reference_Number,Date_of_Completed_Installation,Building_Number,Building_Name,Flat_Name/Number,Street_Name,Town,Post_Code,Unique_Property_Reference_Number_(UPRN),LSOA/DZ_Code,Low_Income,Adjoining_Installation,Adjoining_LSOA/DZ_Code,Rural_Area,Rural_Sub_Obligation,Affordable_Warmth_Group,AWG_Verification_Method,ESAS_Reference_Number,Private_Domestic_Premises,Tenure,Property_Type,Scoring_Method,Name_&_Version_Of_Scoring_Tool_Used,Appropriate_Methodology_ID,Annual_Carbon_Saving_(TCO2),Annual_Cost_Saving_(£),Lifetime_(yrs),In-Use_Factor,Carbon_Score_(TCO2),Cost_Score_(£),Primary_Eligibility,Evidence_of_Lifetime_for_Wall_Insulation,HTTC_Qualification,Boiler_or_ESH_Warranty,Adequate_Roof_or_Wall_Insulation,Pre_Main_Heating_Source_for_the_Property,Recommended_Measure,Pre_Installation_EPC_RRN,Post_Installation_EPC_RRN,Green_Deal_Advice_Report_URN,Brokerage,Brokerage_Lot_Number,Installed_In_Accordance_with_PAS?,Measure_Carried_Out_As_Part_Of_A_Green_Deal_Plan,Green_Deal_Plan_Reference_Number,Green_Deal_Provider_Registration_ID,Floor_Area,Percentage_of_Measure_Installed,HHCRO_Multiplier,Post_Main_Heating_Source_for_the_Property,Installer_Name,DWP_Reference_Number,Wall_Guarantee,HHCRO_Eligibility,LA_Criteria,LA_Declaration_Reference_Number,PAS_Certification_Number,Percentage_Of_Property_Treated
ECO 2,FFF03782443E,CERO,UFI,FFF2785015,Edited Notification,N/A,N/A,11/10/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Maisonette,DS,NES ECO Online 2.0,N/A,0.7,70,3,34,7,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,240.76,86,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF7038156,Edited Notification,N/A,N/A,10/06/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mid-terrace_1,DS,NES ECO Online 2.0,N/A,0.13,13,1,7,2,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,125.83,60,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF1291299,Edited Notification,N/A,N/A,16/07/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Flat,DS,NES ECO Online 2.0,N/A,0.55,55,2,27,5,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,210.89,79,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF5544440,Edited Notification,N/A,N/A,21/06/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,2W_Maisonette_3+,DS,NES ECO Online 2.0,N/A,0.82,81,3,39,8,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,263.23,91,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF8161379,Edited Notification,N/A,N/A,18/01/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bungalow,DS,NES ECO Online 2.0,N/A,0.24,24,1,12,3,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,148.29,65,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF2414521,Edited Notification,N/A,N/A,31/03/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bung_Det_3+,DS,NES ECO Online 2.0,N/A,0.67,67,3,32,7,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,233.35,85,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF6667663,Edited Notification,N/A,N/A,24/10/2015,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,House,DS,NES ECO Online 2.0,N/A,0.09,10,1,5,1,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,118.42,59,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF0920805,Edited Notification,N/A,N/A,09/01/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Det_4,DS,NES ECO Online 2.0,N/A,0.52,52,2,25,5,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,203.48,78,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF5173947,Edited Notification,N/A,N/A,25/02/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mobile Home,DS,NES ECO Online 2.0,N/A,0.94,94,3,45,9,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,288.54,97,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF9427088,Edited Notification,N/A,N/A,19/10/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Semi_3,DS,NES ECO Online 2.0,N/A,0.37,37,2,18,4,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,173.6,71,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF3680231,Edited Notification,N/A,N/A,01/12/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Maisonette,DS,NES ECO Online 2.0,N/A,0.79,79,3,38,8,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,258.67,90,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF7933372,Edited Notification,N/A,N/A,29/07/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mid-terrace_1,DS,NES ECO Online 2.0,N/A,0.22,22,1,11,2,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,143.73,64,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF2186514,Edited Notification,N/A,N/A,06/09/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Maisonette,DS,NES ECO Online 2.0,N/A,0.64,64,2,31,6,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,228.79,83,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF6439656,Edited Notification,N/A,N/A,08/05/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,3W_Flat_1,DS,NES ECO Online 2.0,N/A,0.07,7,1,4,1,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,113.86,58,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF0692798,Edited Notification,N/A,N/A,12/06/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Flat,DS,NES ECO Online 2.0,N/A,0.49,49,2,24,5,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,198.92,77,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF4945940,Edited Notification,N/A,N/A,17/08/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Double_park_home,DS,NES ECO Online 2.0,N/A,0.92,92,3,44,9,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,283.98,96,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF9199081,Edited Notification,N/A,N/A,11/10/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Maisonette,DS,NES ECO Online 2.0,N/A,0.7,70,3,34,7,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,240.81,86,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF7040274,Edited Notification,N/A,N/A,10/06/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mid-terrace_1,DS,NES ECO Online 2.0,N/A,0.13,13,1,7,2,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,125.87,60,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF1293416,Edited Notification,N/A,N/A,17/07/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Flat,DS,NES ECO Online 2.0,N/A,0.55,55,2,27,5,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,210.93,79,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF5546558,Edited Notification,N/A,N/A,19/09/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Double_park_home,DS,NES ECO Online 2.0,N/A,0.98,98,3,47,9,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,295.99,99,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF9799699,Edited Notification,N/A,N/A,21/04/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Flat,DS,NES ECO Online 2.0,N/A,0.41,41,2,20,4,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,181.06,73,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF4052842,Edited Notification,N/A,N/A,29/06/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,2W_Maisonette_3+,DS,NES ECO Online 2.0,N/A,0.83,83,3,40,8,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,266.12,92,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF8305983,Edited Notification,N/A,N/A,26/01/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bungalow,DS,NES ECO Online 2.0,N/A,0.26,26,1,13,3,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,151.18,66,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF2559126,Edited Notification,N/A,N/A,08/04/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bung_Det_3+,DS,NES ECO Online 2.0,N/A,0.68,68,3,33,7,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,236.25,85,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF6812267,Edited Notification,N/A,N/A,01/11/2015,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,House,DS,NES ECO Online 2.0,N/A,0.11,11,1,6,1,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,121.31,59,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF1065409,Edited Notification,N/A,N/A,16/01/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Det_4,DS,NES ECO Online 2.0,N/A,0.53,53,2,25,5,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,206.37,78,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF5318551,Edited Notification,N/A,N/A,06/03/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mobile Home,DS,NES ECO Online 2.0,N/A,0.96,95,3,45,9,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,291.43,98,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF9571692,Edited Notification,N/A,N/A,27/10/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Semi_3,DS,NES ECO Online 2.0,N/A,0.38,38,2,18,4,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,176.5,72,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF3824835,Edited Notification,N/A,N/A,10/12/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mobile Home,DS,NES ECO Online 2.0,N/A,0.81,80,3,38,8,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,261.56,91,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF8077976,Edited Notification,N/A,N/A,06/08/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,End-terrace_1,DS,NES ECO Online 2.0,N/A,0.23,24,1,11,3,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,146.62,65,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF2331119,Edited Notification,N/A,N/A,14/09/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Maisonette,DS,NES ECO Online 2.0,N/A,0.66,66,2,31,6,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,231.69,84,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF6584260,Edited Notification,N/A,N/A,16/05/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,3W_Flat_1,DS,NES ECO Online 2.0,N/A,0.08,9,1,4,1,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,116.75,58,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF0837403,Edited Notification,N/A,N/A,20/06/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Flat,DS,NES ECO Online 2.0,N/A,0.51,51,2,24,5,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,201.81,77,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF5090544,Edited Notification,N/A,N/A,25/08/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Double_park_home,DS,NES ECO Online 2.0,N/A,0.93,93,3,44,9,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,286.87,97,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF9343686,Edited Notification,N/A,N/A,26/03/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bungalow,DS,NES ECO Online 2.0,N/A,0.36,36,2,17,4,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,171.94,71,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF3596828,Edited Notification,N/A,N/A,04/06/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,2W_Maisonette_3+,DS,NES ECO Online 2.0,N/A,0.78,78,3,37,8,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,257,90,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF7849970,Edited Notification,N/A,N/A,31/12/2015,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bungalow,DS,NES ECO Online 2.0,N/A,0.21,21,1,10,2,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,142.06,64,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF2103112,Edited Notification,N/A,N/A,14/03/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bung_Semi/End_1,DS,NES ECO Online 2.0,N/A,0.64,63,2,30,6,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,227.13,83,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF6356254,Edited Notification,N/A,N/A,30/04/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Flat,DS,NES ECO Online 2.0,N/A,0.42,42,2,20,4,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,183.95,73,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF4197446,Edited Notification,N/A,N/A,07/07/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,2W_Maisonette_3+,DS,NES ECO Online 2.0,N/A,0.85,84,3,40,8,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,269.01,93,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF8450587,Edited Notification,N/A,N/A,04/02/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bungalow,DS,NES ECO Online 2.0,N/A,0.27,27,1,13,3,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,154.07,67,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF2703730,Edited Notification,N/A,N/A,16/04/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bung_Det_3+,DS,NES ECO Online 2.0,N/A,0.7,69,3,33,7,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,239.14,86,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF6956871,Edited Notification,N/A,N/A,09/11/2015,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,House,DS,NES ECO Online 2.0,N/A,0.12,12,1,6,2,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,124.2,60,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF1210014,Edited Notification,N/A,N/A,24/01/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Det_4,DS,NES ECO Online 2.0,N/A,0.55,55,2,26,5,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,209.26,79,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF5463155,Edited Notification,N/A,N/A,14/03/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mobile Home,DS,NES ECO Online 2.0,N/A,0.97,97,3,46,9,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,294.33,98,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF9716297,Edited Notification,N/A,N/A,04/11/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Semi_3,DS,NES ECO Online 2.0,N/A,0.4,40,2,19,4,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,179.39,72,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF3969439,Edited Notification,N/A,N/A,18/12/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mobile Home,DS,NES ECO Online 2.0,N/A,0.82,82,3,39,8,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,264.45,92,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
